Year,NAME OF SUPPLIER,NAME OF PURCHASER,ENERGRY TRANSFERED (GWH)
2000,Madhya Pradesh S.E.B,Andhra Pradesh Transco.,46.76
2000,Meghalaya S.E.B,Assam S.E.B.,169.21
2000,Bhutan,Bihar S. E. B.,465.51
2000,Damodar Valley Corp.,Bihar S. E. B.,1742.96
2000,Nepal & Gandak Project,Bihar S. E. B.,107.09
2000,West Bengal S.E.B,Bihar S. E. B.,0.2
2000,Himachal Pradesh S.E.B.,Delhi Vidyut Board,414.12
2000,Bhutan,Damodar Valley Corp.,149.95
2000,Bihar S.E.B.,Damodar Valley Corp.,172.33
2000,GRIDCO,Damodar Valley Corp.,24.35
2000,West Bengal S.E.B,Damodar Valley Corp.,612.71
2000,Maharashtra  S.E.B,Gujarat S.E.B,50.14
2000,Punjab S.E.B.,Gujarat S.E.B,42.33
2000,Karnataka S.E.B.,Goa,0.04
2000,Andhra Pradesh Transco.,GRIDCO,131.75
2000,Bhutan,GRIDCO,241.93
2000,Damodar Valley Corp.,GRIDCO,287.22
2000,Haryana V.P.N,Himachal Pradesh S. E. B.,33.2
2000,Delhi Vidyut Board,Haryana S.E.B.,215.09
2000,Himachal Pradesh S.E.B.,Haryana S.E.B.,74.57
2000,Punjab S.E.B.,Haryana S.E.B.,101.26
2000,Punjab S.E.B.,Himachal Pradesh S.E.B,151.98
2000,Uttar Pradesh S.E.B,Himachal Pradesh S.E.B,454.61
2000,Punjab S.E.B.,J&K S.E.B,167.12
2000,Andhra Pradesh Transco.,Karnataka S.E.B.,12.71
2000,Goa,Karnataka S.E.B.,34.41
2000,Kerala S.E.B.,Karnataka S.E.B.,0.28
2000,Maharashtra  S.E.B,Karnataka S.E.B.,101.2
2000,Damodar Valley Corp.,Licencees in West Bengal,728.78
2000,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,3.2
2000,Maharashtra  S.E.B,Madhya Pradesh S.E.B,0.73
2000,Rajasthan S.E.B,Madhya Pradesh S.E.B,554.62
2000,Uttar Pradesh S.E.B,Madhya Pradesh S.E.B,42.91
2000,Madhya Pradesh S.E.B,Maharashtra  S.E.B,0.96
2000,Tripura,Mizoram,26
2000,Damodar Valley Corp.,N.T.P.C.,31.38
2000,Bihar S.E.B.,Nepal,132.59
2000,Tanakpur CGP,Nepal,62.69
2000,Kerala S.E.B.,Pondicherry,25.68
2000,Tamil Nadu S.E.B,Pondicherry,202
2000,Himachal Pradesh S.E.B.,Punjab S.E.B,128.4
2000,J&K S.E.B.,Punjab S.E.B,170.44
2000,Madhya Pradesh S.E.B,Punjab S.E.B,45.2
2000,Madhya Pradesh S.E.B,Rajasthan S.E.B,70.43
2000,Punjab S.E.B.,Rajasthan S.E.B,232.53
2000,Bhutan,Sikkim,12.98
2000,Maharashtra  S.E.B,Tamil Nadu S.E.B,0.05
2000,Punjab SEB,Tamil Nadu S.E.B,23.97
2000,Pondicherry,Tamil Nadu S.E.B,106.13
2000,Bhutan,West Bengal S.E.B,520
2000,Durgapur Project Limited,West Bengal S.E.B,207.21
2000,GRIDCO,West Bengal S.E.B,17.2
2000,Sikkim,West Bengal S.E.B,0.02
2000,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1477.8
2001,Chattisgarh S.E.B,Andhra Pradesh Transco.,66.61
2001,GRIDCO,Andhra Pradesh Transco.,808.6
2001,Maharashtra  S.E.B,Andhra Pradesh Transco.,26.9
2001,Madhya Pradesh S.E.B,Andhra Pradesh Transco.,17.03
2001,Punjab S.E.B,Andhra Pradesh Transco.,16
2001,Meghalaya S.E.B,Assam S.E.B.,76.35
2001,Bhutan,Bihar S. E. B.,542.8
2001,Nepal & Gandak Project,Bihar S. E. B.,94.74
2001,Himachal Pradesh S.E.B.,Delhi Vidyut Board,561.68
2001,Uttaranchal Power Corporation,Delhi Vidyut Board,34.8
2001,Bhutan,Damodar Valley Corp.,186.4
2001,GRIDCO,Damodar Valley Corp.,55.55
2001,Jharkhand S.E.B.,Damodar Valley Corp.,113.86
2001,West Bengal S.E.B,Damodar Valley Corp.,585.77
2001,Chattisgarh S.E.B,Delhi Vidyut Board,67.84
2001,Chattisgarh S.E.B,Gujarat S.E.B,424.8
2001,Goa,Gujarat S.E.B,237.6
2001,Andhra Pradesh Transco.,GRIDCO,30.07
2001,Bhutan,GRIDCO,133.7
2001,Damodar Valley Corp.,GRIDCO,186.69
2001,Delhi Vidyut Board,Haryana S.E.B.,198.91
2001,Punjab S.E.B,Haryana S.E.B.,1.6
2001,Delhi Vidyut Board,Himachal Pradesh S.E.B,200.85
2001,Punjab S.E.B,Himachal Pradesh S.E.B,189.43
2001,Uttar Pradesh Powercop,Himachal Pradesh S.E.B,396.7
2001,Punjab S.E.B,J&K S.E.B,312.88
2001,Damodar Valley Corp.,Jharkhand S.E.B.,1994.53
2001,Maharashtra  S.E.B,Kerala S.E.B.,45.1
2001,Andhra Pradesh Transco.,Karnataka Power Transco,2.52
2001,Chattisgarh S.E.B,Karnataka Power Transco,297.28
2001,Goa,Karnataka Power Transco,82.65
2001,Kerala S.E.B.,Karnataka Power Transco,0.29
2001,Maharashtra  S.E.B,Karnataka Power Transco,0.59
2001,Damodar Valley Corp.,Licencees in West Bengal,774.96
2001,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,8.81
2001,Maharashtra  S.E.B,Madhya Pradesh S.E.B,0.72
2001,Rajasthan S.E.B,Madhya Pradesh S.E.B,507.84
2001,Uttar Pradesh Powercop,Madhya Pradesh S.E.B,6.65
2001,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.17
2001,Tripura,Mizoram,26
2001,Damodar Valley Corp.,N.T.P.C,22.46
2001,Bihar S.E.B.,Nepal,184.92
2001,Tanakpur CGP,Nepal,47.29
2001,Kerala S.E.B.,Pondicherry,22.88
2001,Tamil Nadu S.E.B,Pondicherry,303.14
2001,Himachal Pradesh S.E.B.,Punjab S.E.B,122.41
2001,J&K S.E.B.,Punjab S.E.B,127.33
2001,Rajasthan S.E.B,Punjab S.E.B,36.65
2001,Uttar Pradesh Powercop,Punjab S.E.B,432.82
2001,Madhya Pradesh S.E.B,Rajasthan VPNL,58.68
2001,Punjab S.E.B,Rajasthan VPNL,48.78
2001,Bhutan,Sikkim,4.6
2001,West Bengal S.E.B,Sikkim,59.5
2001,Kerala S.E.B.,Tamil Nadu S.E.B,11.89
2001,Maharashtra  S.E.B,Tamil Nadu S.E.B,34.76
2001,Pondicherry,Tamil Nadu S.E.B,47.03
2001,Himachal Pradesh S.E.B.,Uttar Pradesh Power Corporation,10.53
2001,Bhutan,West Bengal S.E.B,555.8
2001,Damodar Valley Corp.,West Bengal S.E.B,1176.7
2001,Durgapur Project Limited,West Bengal S.E.B,350.11
2001,GRIDCO,West Bengal S.E.B,7.46
2002,Chattisgarh S.E.B,Andhra Pradesh Transco.,1.82
2002,GRIDCO,Andhra Pradesh Transco.,41.66
2002,Madhya Pradesh S.E.B,Andhra Pradesh Transco.,18.95
2002,Maharashtra  S.E.B,Andhra Pradesh Transco.,6.5
2002,Meghalaya S.E.B,Assam S.E.B.,17.36
2002,Bhutan,Bihar S. E. B.,424.67
2002,Chattisgarh S.E.B,Delhi Vidyut Board,1.19
2002,Himachal Pradesh S.E.B.,Delhi Vidyut Board,627.4
2002,West Bengal Power Development Corporation Limited,Delhi Vidyut Board,523.2
2002,Bhutan,Damodar Valley Corp.,282.34
2002,GRIDCO,Damodar Valley Corp.,2.51
2002,Jharkhand S.E.B.,Damodar Valley Corp.,153.55
2002,West Bengal S.E.B,Damodar Valley Corp.,471.31
2002,Uttar Pradesh Powercop,Delhi Vidyut Board,34.8
2002,Uttaranchal Power Corporation,Delhi Vidyut Board,775
2002,Chattisgarh S.E.B,Gujarat S.E.B,616.46
2002,Goa,Gujarat S.E.B,299.95
2002,Karnataka Power Transco,Goa,465
2002,Andhra Pradesh Transco.,GRIDCO,100.8
2002,Bhutan,GRIDCO,232.44
2002,Damodar Valley Corp.,GRIDCO,510.96
2002,West Bengal Power Development Corporation Limited,Haryana S.E.B.,303.8
2002,Delhi Vidyut Board,Haryana S.E.B.,138.2
2002,Himachal Pradesh S.E.B.,Haryana S.E.B.,141.3
2002,Punjab S.E.B,Haryana S.E.B.,4.8
2002,Uttaranchal Power Corporation,Haryana S.E.B.,31
2002,Punjab S.E.B,Himachal Pradesh S.E.B,221.79
2002,Uttar Pradesh Powercop,Himachal Pradesh S.E.B,82.1
2002,Uttaranchal Power Corporation,Himachal Pradesh S.E.B,384.6
2002,Punjab S.E.B,J&K S.E.B,237.94
2002,Damodar Valley Corp.,Jharkhand S.E.B.,2281.11
2002,Bhutan,Jharkhand S.E.B.,26.52
2002,Maharashtra  S.E.B,Kerala S.E.B.,3.2
2002,Chattisgarh S.E.B,Karnataka Power Transco,16.47
2002,Goa,Karnataka Power Transco,56.4
2002,Kerala S.E.B.,Karnataka Power Transco,0.33
2002,Maharashtra  S.E.B,Karnataka Power Transco,5.9
2002,West Bengal Power Development Corporation Limited,Karnataka Power Transco,2.9
2002,West Bengal Power Development Corporation Limited,Kerala S.E.B.,32.6
2002,Damodar Valley Corp.,Licencees in West Bengal,630.84
2002,Goa,Madhya Pradesh S.E.B,72.1
2002,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,1.82
2002,Delhi Vidyut Board,Madhya Pradesh S.E.B,133.1
2002,Punjab S.E.B,Madhya Pradesh S.E.B,16.9
2002,Rajasthan S.E.B,Madhya Pradesh S.E.B,747.73
2002,Uttaranchal Power Corporation,Madhya Pradesh S.E.B,15.84
2002,Uttar Pradesh Powercop,Madhya Pradesh S.E.B,23.48
2002,West Bengal Power Development Corporation Limited,Madhya Pradesh S.E.B,220.8
2002,West Bengal Power Development Corporation Limited,Madhya Pradesh S.E.B,36.4
2002,Delhi Vidyut Board,Maharashtra  S.E.B,177.7
2002,Goa,Maharashtra  S.E.B,70.5
2002,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.41
2002,Uttaranchal Power Corporation,Maharashtra  S.E.B,9.74
2002,Tripura,Mizoram,37.44
2002,Damodar Valley Corp.,N.T.P.C,74.05
2002,Bihar S.E.B.,Nepal,102.03
2002,Tanakpur CGP,Nepal,72.95
2002,Kerala S.E.B.,Pondicherry,25.25
2002,Tamil Nadu S.E.B,Pondicherry,262.2
2002,Goa,Punjab S.E.B,33.2
2002,Himachal Pradesh S.E.B.,Punjab S.E.B,172.28
2002,J&K S.E.B.,Punjab S.E.B,194.8
2002,Uttaranchal Power Corporation,Punjab S.E.B,205.95
2002,Madhya Pradesh S.E.B,Rajasthan VPNL,8.9
2002,Punjab S.E.B,Rajasthan VPNL,34.2
2002,Uttaranchal Power Corporation,Rajasthan VPNL,18
2002,Bhutan,Sikkim,16.82
2002,West Bengal S.E.B,Sikkim,27.14
2002,Maharashtra  S.E.B,Tamil Nadu S.E.B,7.1
2002,Andhra Pradesh Transco.,Tamil Nadu S.E.B,107.29
2002,Kerala S.E.B.,Tamil Nadu S.E.B,114.94
2002,Punjab S.E.B,Uttar Pradesh Power Corporation,12.1
2002,Uttaranchal Power Corporation,Uttar Pradesh Power Corporation,19.2
2002,Punjab S.E.B,Uttaranchal Power Corporation,32.9
2002,Bhutan,West Bengal S.E.B,586.79
2002,Durgapur Project Limited,West Bengal S.E.B,335.95
2002,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1042.68
2003,Meghalaya S.E.B,Assam S.E.B.,7.72
2003,Bhutan,Bihar S. E. B.,473
2003,GRIDCO,Chandigarh,0.16
2003,Delhi Transco Limited ,Chhatisgarh S.E.B.,27.67
2003,Himachal Pradesh S.E.B.,Delhi Transco Limited,1052.36
2003,Bhutan,Damodar Valley Corp.,282
2003,GRIDCO,Damodar Valley Corp.,12.27
2003,Jharkhand S.E.B.,Damodar Valley Corp.,146.96
2003,West Bengal S.E.B,Damodar Valley Corp.,459.97
2003,Chattisgarh S.E.B,DNH,197.93
2003,Andhra Pradesh Transco.,Delhi Transco Limited,4.04
2003,Chattisgarh S.E.B,Delhi Transco Limited,28.46
2003,Goa,Delhi Transco Limited,140.76
2003,GRIDCO,Delhi Transco Limited,99.69
2003,Uttar Pradesh Powercop,Delhi Vidyut Board,367.71
2003,Tata Power,Delhi Vidyut Board,70.95
2003,Chattisgarh S.E.B,Gujarat S.E.B,604.31
2003,Delhi Transco Limited ,Gujarat S.E.B,132.93
2003,Uttaranchal Power Corporation,Gujarat S.E.B,66.14
2003,Andhra Pradesh Transco.,GRIDCO,52.61
2003,Bhutan,GRIDCO,251.55
2003,Damodar Valley Corp.,GRIDCO,490.26
2003,Delhi Transco Limited ,Haryana S.E.B.,514.96
2003,Himachal Pradesh S.E.B.,Haryana S.E.B.,306.12
2003,Uttaranchal Power Corporation,Haryana S.E.B.,22.14
2003,Delhi Transco Limited ,Himachal Pradesh S.E.B,27.87
2003,Punjab S.E.B.,Himachal Pradesh S.E.B,325.03
2003,Uttar Pradesh Powercop,Himachal Pradesh S.E.B,74.93
2003,Uttaranchal Power Corporation,Himachal Pradesh S.E.B,432.55
2003,GRIDCO,Haryana S.E.B.,5.53
2003,Delhi Transco Limited ,J&K  P.D.C.,100.1
2003,Punjab S.E.B.,J&K S.E.B,116.79
2003,Bhutan,Jharkhand S.E.B.,13.64
2003,Damodar Valley Corp.,Jharkhand S.E.B.,2459.65
2003,Delhi Transco Limited ,Jharkhand S.E.B.,9.01
2003,West Bengal S.E.B,Jharkhand S.E.B.,27.48
2003,Delhi Transco Limited ,Kerala S.E.B.,13.21
2003,Damodar Valley Corp.,Licencees in West Bengal,595
2003,Maharashtra  S.E.B,Madhya Pradesh S.E.B,0.76
2003,Delhi Vidyut Board,Madhya Pradesh S.E.B,232.2
2003,Rajasthan S.E.B,Madhya Pradesh S.E.B,587.24
2003,Uttaranchal Power Corporation,Madhya Pradesh S.E.B,41.82
2003,Madhya Pradesh S.E.B,Maharashtra  S.E.B,1.37
2003,Uttaranchal Power Corporation,Maharashtra  S.E.B,49.41
2003,Tripura,Mizoram,33.2
2003,Damodar Valley Corp.,N.T.P.C.,352.77
2003,Tanakpur CGP,Nepal,58.38
2003,Kerala S.E.B.,Pondicherry,25.33
2003,Tamil Nadu S.E.B,Pondicherry,275
2003,Madhya Pradesh S.E.B,Punjab S.E.B,5.8
2003,Chandigarh,Punjab S.E.B,7.05
2003,Delhi Transco Limited ,Punjab S.E.B,288.18
2003,Himachal Pradesh S.E.B.,Punjab S.E.B,245.67
2003,J&K S.E.B.,Punjab S.E.B,259.16
2003,Uttaranchal Power Corporation,Punjab S.E.B,162.81
2003,Bihar S.E.B.,Rajasthan VPNL,20.11
2003,Chandigarh,Rajasthan VPNL,9.82
2003,Delhi Transco Limited ,Rajasthan VPNL,195.68
2003,Uttaranchal Power Corporation,Rajasthan VPNL,1.25
2003,Bhutan,Sikkim,33
2003,Punjab S.E.B.,Uttar Pradesh S.E.B,107.9
2003,Bhutan,West Bengal S.E.B,695.21
2003,Durgapur Project Limited,West Bengal S.E.B,499.11
2003,Damodar Valley Corp.,West Bengal S.E.B & Damodar Project Limited,1004
2004,GRIDO,Andhra Pradesh Transco.,1.3
2004,West Bengal S.E.B,Andhra Pradesh Transco.,27.78
2004,GRIDCO,Assam S.E.B.,19.24
2004,Meghalaya S.E.B,Assam S.E.B.,7.4
2004,Tripura,Assam S.E.B.,47.9
2004,West Bengal S.E.B,Assam S.E.B.,26.84
2004,Bhutan,Bihar S. E. B.,450.15
2004,Jharkhand S.E.B.,Bihar S. E. B.,287.2
2004,West Bengal S.E.B,Chandigarh,1.27
2004,Andhra Pradesh Transco.,Chhatisgarh S.E.B.,100.44
2004,Gujarat S.E.B,Chhatisgarh S.E.B.,27.54
2004,Assam S.E.B.,Chhatisgarh S.E.B.,4.1
2004,GRIDCO,Chhatisgarh S.E.B.,287.68
2004,Tripura,Chhatisgarh S.E.B.,5.9
2004,West Bengal S.E.B,Chhatisgarh S.E.B.,59.82
2004,Bhutan,Damodar Valley Corp.,294.27
2004,DSP (WHEELING),Damodar Valley Corp.,95.85
2004,GRIDCO,Damodar Valley Corp.,2.98
2004,Jharkhand S.E.B.,Damodar Valley Corp.,440.68
2004,West Bengal S.E.B,Damodar Valley Corp.,156.94
2004,Andhra Pradesh Transco.,Delhi Transco Limited,8.39
2004,Haryana S.E.B,Delhi Transco Limited,54
2004,Himachal Pradesh S.E.B.,Delhi Transco Limited,1107
2004,Damodar Valley Corp.,DIRECT TO CONSUMERS IN JHARKAND AREA,3584.21
2004,Damodar Valley Corp.,DIRECT TO CONSUMERSIN WEST BENGAL AREA,1545.82
2004,Tata Power,Delhi Vidyut Board,104.85
2004,Bhutan,GRIDCO,242.72
2004,Damodar Valley Corp.,GRIDCO,416
2004,Andhra Pradesh Transco.,Gujarat S.E.B,16.4
2004,Chattisgarh S.E.B,Gujarat S.E.B,90.8
2004,Goa,Gujarat S.E.B,17.91
2004,GRIDCO,Gujarat S.E.B,164.23
2004,Madhya Pradesh S.E.B,Gujarat S.E.B,9.36
2004,Sikkim,Gujarat S.E.B,1.94
2004,Uttaranchal Power Corporation,Gujarat S.E.B,19.4
2004,West Bengal S.E.B,Gujarat S.E.B,544.62
2004,Delhi Transco Limited ,Haryana S.E.B.,133
2004,Himachal Pradesh S.E.B.,Haryana S.E.B.,316.94
2004,Andhra Pradesh Transco.,Haryana S.E.B.,3.5
2004,Arunachal Pradesh,Haryana S.E.B.,24.38
2004,Chattisgarh S.E.B,Haryana S.E.B.,223.3
2004,GRIDCO,Haryana S.E.B.,830.4
2004,Gujarat S.E.B,Haryana S.E.B.,20.96
2004,Meghalaya S.E.B,Haryana S.E.B.,17.3
2004,Tripura,Haryana S.E.B.,75.48
2004,West Bengal S.E.B,Haryana S.E.B.,136.26
2004,Haryana S.E.B,Himachal Pradesh S.E.B,11.87
2004,Punjab S.E.B,Himachal Pradesh S.E.B,174.6
2004,Uttar Pradesh Powercop,Himachal Pradesh S.E.B,377.87
2004,GRIDCO,J&K  P.D.C.,294.4
2004,West Bengal S.E.B,J&K  P.D.C.,64.8
2004,Andhra Pradesh Transco.,Jharkhand S.E.B.,6.13
2004,Bhutan,Jharkhand S.E.B.,53.71
2004,Damodar Valley Corp.,Jharkhand S.E.B.,2779.49
2004,GRIDCO,Jharkhand S.E.B.,142.04
2004,Andhra Pradesh Transco.,Karnataka Power Transco,9
2004,GRIDCO,Karnataka Power Transco,120.56
2004,Gujarat S.E.B,Karnataka Power Transco,2.4
2004,West Bengal S.E.B,Karnataka Power Transco,137.08
2004,Damodar Valley Corp.,Licencees in West Bengal,610.59
2004,Chattisgarh S.E.B,Madhya Pradesh S.E.B,265
2004,Goa,Madhya Pradesh S.E.B,47.8
2004,Gujarat S.E.B,Madhya Pradesh S.E.B,80.69
2004,Maharashtra  S.E.B,Madhya Pradesh S.E.B,7.75
2004,Uttar Pradesh Powercop,Madhya Pradesh S.E.B,33.99
2004,Andhra Pradesh Transco.,Maharashtra  S.E.B,90.19
2004,Arunachal Pradesh,Maharashtra  S.E.B,55.01
2004,GRIDCO,Maharashtra  S.E.B,2066.27
2004,Gujarat S.E.B,Maharashtra  S.E.B,19.8
2004,Meghalaya S.E.B,Maharashtra  S.E.B,63.36
2004,West Bengal S.E.B,Maharashtra  S.E.B,194.4
2004,Arunachal Pradesh,Meghalaya S.E.B,2.79
2004,GRIDCO,Meghalaya S.E.B,2066.27
2004,Tripura,Meghalaya S.E.B,37.19
2004,West Bengal S.E.B,Meghalaya S.E.B,10.47
2004,Tripura,Mizoram,1.64
2004,Andhra Pradesh Transco.,Madhya Pradesh S.E.B,100.63
2004,Arunachal Pradesh,Madhya Pradesh S.E.B,32.25
2004,Mizoram,Madhya Pradesh S.E.B,14.4
2004,Sikkim,Madhya Pradesh S.E.B,68.6
2004,Tripura,Madhya Pradesh S.E.B,4.5
2004,West Bengal S.E.B,Madhya Pradesh S.E.B,762.02
2004,Damodar Valley Corp.,N.T.P.C,464.03
2004,Tanakpur CGP,Nepal,40.16
2004,Kerala S.E.B.,Pondicherry,25.61
2004,Tamil Nadu S.E.B,Pondicherry,340
2004,Andhra Pradesh Transco.,Punjab S.E.B,97.81
2004,Assam S.E.B.,Punjab S.E.B,47.69
2004,GRIDCO,Punjab S.E.B,456.9
2004,Gujarat S.E.B,Punjab S.E.B,96.8
2004,Himachal Pradesh S.E.B.,Punjab S.E.B,159.4
2004,J&K S.E.B.,Punjab S.E.B,116.5
2004,Karnataka Power Transco,Punjab S.E.B,0.59
2004,Madhya Pradesh S.E.B,Punjab S.E.B,8.51
2004,Uttaranchal Power Corporation,Punjab S.E.B,233.1
2004,West Bengal S.E.B,Punjab S.E.B,744.51
2004,GRIDCO,Rajasthan S.E.B,17.2
2004,Andhra Pradesh Transco.,Rajasthan VPNL,10.12
2004,Maharashtra  S.E.B,Rajasthan VPNL,24.57
2004,Meghalaya S.E.B,Rajasthan VPNL,7.61
2004,West Bengal S.E.B,Rajasthan VPNL,186.95
2004,Bhutan,Sikkim,31.92
2004,GRIDCO,Tamil Nadu S.E.B,5.61
2004,Kerala S.E.B.,Tamil Nadu S.E.B,200.94
2004,Meghalaya S.E.B,Tripura,0.75
2004,Bihar S.E.B.,Uttar Pradesh Power Corporation,28.1
2004,West Bengal S.E.B,Uttar Pradesh Power Corporation,275.43
2004,Punjab S.E.B,Uttaranchal Power Corporation,185.3
2004,West Bengal S.E.B,Uttaranchal Power Corporation,6.37
2004,Bhutan,West Bengal S.E.B,662.28
2004,Damodar Valley Corp.,West Bengal S.E.B,1203.67
2004,GRIDCO,West Bengal S.E.B,44.75
2004,Tripura,West Bengal S.E.B,17.18
